2024-11-27 10:54:05,753 INFO o.s.b.StartupInfoLogger [main] Starting NanoCubeTestDataGeneratorApplication using Java 21.0.2 on NOLI125045 with PID 16692 (C:\sandbox\nanoCubeTestDataGenerator\target\classes started by ronend in C:\sandbox\nanoCubeTestDataGenerator)
2024-11-27 10:54:05,762 INFO o.s.b.SpringApplication [main] No active profile set, falling back to 1 default profile: "default"
2024-11-27 10:54:06,851 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-27 10:54:06,881 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 15 ms. Found 0 JPA repository interfaces.
2024-11-27 10:54:07,727 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
2024-11-27 10:54:07,738 INFO o.a.j.l.DirectJDKLog [main] Initializing ProtocolHandler ["http-nio-8080"]
2024-11-27 10:54:07,743 INFO o.a.j.l.DirectJDKLog [main] Starting service [Tomcat]
2024-11-27 10:54:07,743 INFO o.a.j.l.DirectJDKLog [main] Starting Servlet engine: [Apache Tomcat/9.0.83]
2024-11-27 10:54:07,922 INFO o.a.j.l.DirectJDKLog [main] Initializing Spring embedded WebApplicationContext
2024-11-27 10:54:07,923 INFO o.s.b.w.s.c.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 2060 ms
2024-11-27 10:54:07,969 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Starting...
2024-11-27 10:54:08,338 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Start completed.
2024-11-27 10:54:08,353 INFO o.s.b.a.h.H2ConsoleAutoConfiguration [main] H2 console available at '/h2-console'. Database available at 'jdbc:h2:./database/autogen'
2024-11-27 10:54:08,613 INFO o.h.j.i.u.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-27 10:54:08,718 INFO o.h.Version [main] HHH000412: Hibernate ORM core version 5.6.15.Final
2024-11-27 10:54:08,989 INFO o.h.a.c.r.j.JavaReflectionManager [main] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-11-27 10:54:09,168 INFO o.h.d.Dialect [main] HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-11-27 10:54:09,502 INFO o.h.e.t.j.p.i.JtaPlatformInitiator [main] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-27 10:54:09,524 INFO o.s.o.j.AbstractEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 10:54:09,647 WARN o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-27 10:54:10,116 INFO o.a.j.l.DirectJDKLog [main] Starting ProtocolHandler ["http-nio-8080"]
2024-11-27 10:54:10,150 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
2024-11-27 10:54:10,165 INFO o.s.b.StartupInfoLogger [main] Started NanoCubeTestDataGeneratorApplication in 5.253 seconds (JVM running for 6.14)
2024-11-27 10:54:10,670 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 10:54:10,702 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-075 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,151 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-076 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,305 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-077 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,463 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-078 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,638 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-079 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,730 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-080 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,830 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-081 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,914 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-082 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,992 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-083 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:16,111 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-084 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:16,154 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 10 metering points.
2024-11-27 10:54:16,157 INFO c.c.a.c.Controller [scheduling-1] Starting creation of Aidon hourly indexes until 2024-11-27T09:00:00+01:00.
2024-11-27 10:54:16,172 INFO c.c.a.d.GetSettlementMethodFromDB [scheduling-1] Could not find meteringPoint 707057500087673044 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 12:14:47,770 INFO c.c.a.t.a.UploadXMLToDropzone [scheduling-1] Uploading Aidon indexes file to https://queengorg17.staging.techyon.io/dropzone.
2024-11-27 12:14:47,989 INFO c.c.a.t.a.UploadXMLToDropzone [scheduling-1] RESPONSE = 200 OK
2024-11-27 12:14:48,090 INFO c.c.a.u.FileOutWriter [scheduling-1] Output written to C:\sandbox\nanoCubeTestDataGenerator\XMLPayload\1732706088020_nanoCubeTestData_AidonIndex.xml.
2024-11-27 12:14:48,090 INFO c.c.a.c.Controller [scheduling-1] Next scheduled run within 1 hour @timestamp = 2024-11-27T13:14:38+01:00.
2024-11-27 12:14:48,091 INFO c.c.a.c.Controller [scheduling-1] Next run will create hourly index for all metering points / sensors @timestamp = 2024-11-27T12:00:00+01:00.
2024-11-27 12:14:53,279 INFO o.s.o.j.AbstractEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 12:14:53,282 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-11-27 12:14:53,284 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-11-27 12:31:10,612 INFO o.s.b.StartupInfoLogger [main] Starting NanoCubeTestDataGeneratorApplication using Java 21.0.2 on NOLI125045 with PID 8844 (C:\sandbox\nanoCubeTestDataGenerator\target\classes started by ronend in C:\sandbox\nanoCubeTestDataGenerator)
2024-11-27 12:31:10,616 INFO o.s.b.SpringApplication [main] No active profile set, falling back to 1 default profile: "default"
2024-11-27 12:31:11,375 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-27 12:31:11,399 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 13 ms. Found 0 JPA repository interfaces.
2024-11-27 12:31:12,182 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
2024-11-27 12:31:12,192 INFO o.a.j.l.DirectJDKLog [main] Initializing ProtocolHandler ["http-nio-8080"]
2024-11-27 12:31:12,196 INFO o.a.j.l.DirectJDKLog [main] Starting service [Tomcat]
2024-11-27 12:31:12,196 INFO o.a.j.l.DirectJDKLog [main] Starting Servlet engine: [Apache Tomcat/9.0.83]
2024-11-27 12:31:12,373 INFO o.a.j.l.DirectJDKLog [main] Initializing Spring embedded WebApplicationContext
2024-11-27 12:31:12,374 INFO o.s.b.w.s.c.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 1687 ms
2024-11-27 12:31:12,423 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Starting...
2024-11-27 12:31:12,784 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Start completed.
2024-11-27 12:31:12,798 INFO o.s.b.a.h.H2ConsoleAutoConfiguration [main] H2 console available at '/h2-console'. Database available at 'jdbc:h2:./database/autogen'
2024-11-27 12:31:13,013 INFO o.h.j.i.u.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-27 12:31:13,082 INFO o.h.Version [main] HHH000412: Hibernate ORM core version 5.6.15.Final
2024-11-27 12:31:13,295 INFO o.h.a.c.r.j.JavaReflectionManager [main] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-11-27 12:31:13,447 INFO o.h.d.Dialect [main] HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-11-27 12:31:13,679 INFO o.h.e.t.j.p.i.JtaPlatformInitiator [main] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-27 12:31:13,694 INFO o.s.o.j.AbstractEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 12:31:13,776 WARN o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-27 12:31:14,148 INFO o.a.j.l.DirectJDKLog [main] Starting ProtocolHandler ["http-nio-8080"]
2024-11-27 12:31:14,176 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
2024-11-27 12:31:14,188 INFO o.s.b.StartupInfoLogger [main] Started NanoCubeTestDataGeneratorApplication in 4.339 seconds (JVM running for 5.11)
2024-11-27 12:31:14,696 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 12:31:14,774 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 5 metering points.
2024-11-27 12:31:14,774 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 12:31:14,779 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 15 metering points.
2024-11-27 12:31:14,780 INFO c.c.a.c.Controller [scheduling-1] Starting creation of Aidon hourly indexes until 2024-11-27T11:00:00+01:00.
2024-11-27 12:31:22,570 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Aidon transaction completed for 10 metering points. Transaction contains hourly indexes on 4 sensors AE/RE Down/Upstream.
2024-11-27 12:31:24,557 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Profile readings will be created for 0 profile metering points only once per day, between 01:00 and 02:00 each night, for the previous day.
2024-11-27 12:31:24,632 INFO c.c.a.u.FileOutWriter [scheduling-1] Output written to C:\sandbox\nanoCubeTestDataGenerator\XMLPayload\1732707084579_nanoCubeTestData_AidonIndex.xml.
2024-11-27 12:31:24,633 INFO c.c.a.c.Controller [scheduling-1] Next scheduled run within 1 hour @timestamp = 2024-11-27T13:31:14+01:00.
2024-11-27 12:31:24,633 INFO c.c.a.c.Controller [scheduling-1] Next run will create hourly index for all metering points / sensors @timestamp = 2024-11-27T12:00:00+01:00.
2024-11-27 12:31:31,678 INFO o.s.o.j.AbstractEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 12:31:31,681 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-11-27 12:31:31,684 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-11-27 12:55:48,184 INFO o.s.b.StartupInfoLogger [main] Starting NanoCubeTestDataGeneratorApplication using Java 21.0.2 on NOLI125045 with PID 15128 (C:\sandbox\nanoCubeTestDataGenerator\target\classes started by ronend in C:\sandbox\nanoCubeTestDataGenerator)
2024-11-27 12:55:48,194 INFO o.s.b.SpringApplication [main] No active profile set, falling back to 1 default profile: "default"
2024-11-27 12:55:48,950 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-27 12:55:48,973 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 13 ms. Found 0 JPA repository interfaces.
2024-11-27 12:55:49,728 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
2024-11-27 12:55:49,737 INFO o.a.j.l.DirectJDKLog [main] Initializing ProtocolHandler ["http-nio-8080"]
2024-11-27 12:55:49,741 INFO o.a.j.l.DirectJDKLog [main] Starting service [Tomcat]
2024-11-27 12:55:49,742 INFO o.a.j.l.DirectJDKLog [main] Starting Servlet engine: [Apache Tomcat/9.0.83]
2024-11-27 12:55:49,905 INFO o.a.j.l.DirectJDKLog [main] Initializing Spring embedded WebApplicationContext
2024-11-27 12:55:49,905 INFO o.s.b.w.s.c.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 1640 ms
2024-11-27 12:55:49,944 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Starting...
2024-11-27 12:55:50,226 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Start completed.
2024-11-27 12:55:50,239 INFO o.s.b.a.h.H2ConsoleAutoConfiguration [main] H2 console available at '/h2-console'. Database available at 'jdbc:h2:./database/autogen'
2024-11-27 12:55:50,452 INFO o.h.j.i.u.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-27 12:55:50,523 INFO o.h.Version [main] HHH000412: Hibernate ORM core version 5.6.15.Final
2024-11-27 12:55:50,725 INFO o.h.a.c.r.j.JavaReflectionManager [main] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-11-27 12:55:50,865 INFO o.h.d.Dialect [main] HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-11-27 12:55:51,088 INFO o.h.e.t.j.p.i.JtaPlatformInitiator [main] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-27 12:55:51,102 INFO o.s.o.j.AbstractEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 12:55:51,181 WARN o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-27 12:55:51,551 INFO o.a.j.l.DirectJDKLog [main] Starting ProtocolHandler ["http-nio-8080"]
2024-11-27 12:55:51,581 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
2024-11-27 12:55:51,594 INFO o.s.b.StartupInfoLogger [main] Started NanoCubeTestDataGeneratorApplication in 4.215 seconds (JVM running for 4.964)
2024-11-27 12:55:52,098 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 12:55:52,159 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 5 metering points.
2024-11-27 12:55:52,160 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 12:55:52,165 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 15 metering points.
2024-11-27 12:55:52,166 INFO c.c.a.c.Controller [scheduling-1] Starting creation of Aidon hourly indexes until 2024-11-27T11:00:00+01:00.
2024-11-27 12:55:59,799 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Aidon transaction completed for 10 metering points. Transaction contains hourly indexes on 4 sensors AE/RE Down/Upstream.
2024-11-27 12:56:01,681 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Profile readings will be created for 0 profile metering points only once per day, between 01:00 and 02:00 each night, for the previous day.
2024-11-27 12:56:01,777 INFO c.c.a.u.FileOutWriter [scheduling-1] Output written to C:\sandbox\nanoCubeTestDataGenerator\XMLPayload\1732708561708_nanoCubeTestData_AidonIndex.xml.
2024-11-27 12:56:01,777 INFO c.c.a.c.Controller [scheduling-1] Next scheduled run within 1 hour @timestamp = 2024-11-27T13:55:52+01:00.
2024-11-27 12:56:01,778 INFO c.c.a.c.Controller [scheduling-1] Next run will create hourly index for all metering points / sensors @timestamp = 2024-11-27T12:00:00+01:00.
2024-11-27 12:56:06,106 INFO o.s.o.j.AbstractEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 12:56:06,108 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-11-27 12:56:06,111 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-11-27 13:00:20,302 INFO o.s.b.StartupInfoLogger [main] Starting NanoCubeTestDataGeneratorApplication using Java 21.0.2 on NOLI125045 with PID 2444 (C:\sandbox\nanoCubeTestDataGenerator\target\classes started by ronend in C:\sandbox\nanoCubeTestDataGenerator)
2024-11-27 13:00:20,308 INFO o.s.b.SpringApplication [main] No active profile set, falling back to 1 default profile: "default"
2024-11-27 13:00:21,091 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-27 13:00:21,116 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 14 ms. Found 0 JPA repository interfaces.
2024-11-27 13:00:21,860 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
2024-11-27 13:00:21,869 INFO o.a.j.l.DirectJDKLog [main] Initializing ProtocolHandler ["http-nio-8080"]
2024-11-27 13:00:21,872 INFO o.a.j.l.DirectJDKLog [main] Starting service [Tomcat]
2024-11-27 13:00:21,873 INFO o.a.j.l.DirectJDKLog [main] Starting Servlet engine: [Apache Tomcat/9.0.83]
2024-11-27 13:00:22,039 INFO o.a.j.l.DirectJDKLog [main] Initializing Spring embedded WebApplicationContext
2024-11-27 13:00:22,040 INFO o.s.b.w.s.c.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 1650 ms
2024-11-27 13:00:22,086 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Starting...
2024-11-27 13:00:22,373 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Start completed.
2024-11-27 13:00:22,388 INFO o.s.b.a.h.H2ConsoleAutoConfiguration [main] H2 console available at '/h2-console'. Database available at 'jdbc:h2:./database/autogen'
2024-11-27 13:00:22,594 INFO o.h.j.i.u.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-27 13:00:22,663 INFO o.h.Version [main] HHH000412: Hibernate ORM core version 5.6.15.Final
2024-11-27 13:00:22,869 INFO o.h.a.c.r.j.JavaReflectionManager [main] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-11-27 13:00:23,008 INFO o.h.d.Dialect [main] HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-11-27 13:00:23,225 INFO o.h.e.t.j.p.i.JtaPlatformInitiator [main] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-27 13:00:23,239 INFO o.s.o.j.AbstractEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 13:00:23,324 WARN o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-27 13:00:23,702 INFO o.a.j.l.DirectJDKLog [main] Starting ProtocolHandler ["http-nio-8080"]
2024-11-27 13:00:23,730 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
2024-11-27 13:00:23,742 INFO o.s.b.StartupInfoLogger [main] Started NanoCubeTestDataGeneratorApplication in 4.179 seconds (JVM running for 4.897)
2024-11-27 13:00:24,251 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 13:00:24,301 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 5 metering points.
2024-11-27 13:00:24,302 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 13:00:24,307 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 15 metering points.
2024-11-27 13:00:24,308 INFO c.c.a.c.Controller [scheduling-1] Starting creation of Aidon hourly indexes until 2024-11-27T12:00:00+01:00.
2024-11-27 13:00:31,927 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Aidon transaction completed for 10 metering points. Transaction contains hourly indexes on 4 sensors AE/RE Down/Upstream.
2024-11-27 13:00:33,850 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Profile readings will be created for 0 profile metering points only once per day, between 01:00 and 02:00 each night, for the previous day.
2024-11-27 13:00:33,964 INFO c.c.a.u.FileOutWriter [scheduling-1] Output written to C:\sandbox\nanoCubeTestDataGenerator\XMLPayload\1732708833888_nanoCubeTestData_AidonIndex.xml.
2024-11-27 13:00:33,964 INFO c.c.a.c.Controller [scheduling-1] Next scheduled run within 1 hour @timestamp = 2024-11-27T14:00:24+01:00.
2024-11-27 13:00:33,965 INFO c.c.a.c.Controller [scheduling-1] Next run will create hourly index for all metering points / sensors @timestamp = 2024-11-27T13:00:00+01:00.
2024-11-27 13:00:44,993 INFO o.s.o.j.AbstractEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 13:00:44,996 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-11-27 13:00:44,999 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-11-27 13:01:43,765 INFO o.s.b.StartupInfoLogger [main] Starting NanoCubeTestDataGeneratorApplication using Java 21.0.2 on NOLI125045 with PID 20236 (C:\sandbox\nanoCubeTestDataGenerator\target\classes started by ronend in C:\sandbox\nanoCubeTestDataGenerator)
2024-11-27 13:01:43,769 INFO o.s.b.SpringApplication [main] No active profile set, falling back to 1 default profile: "default"
2024-11-27 13:01:44,533 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-27 13:01:44,559 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 15 ms. Found 0 JPA repository interfaces.
2024-11-27 13:01:45,344 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
2024-11-27 13:01:45,353 INFO o.a.j.l.DirectJDKLog [main] Initializing ProtocolHandler ["http-nio-8080"]
2024-11-27 13:01:45,357 INFO o.a.j.l.DirectJDKLog [main] Starting service [Tomcat]
2024-11-27 13:01:45,358 INFO o.a.j.l.DirectJDKLog [main] Starting Servlet engine: [Apache Tomcat/9.0.83]
2024-11-27 13:01:45,535 INFO o.a.j.l.DirectJDKLog [main] Initializing Spring embedded WebApplicationContext
2024-11-27 13:01:45,535 INFO o.s.b.w.s.c.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 1698 ms
2024-11-27 13:01:45,582 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Starting...
2024-11-27 13:01:45,938 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Start completed.
2024-11-27 13:01:45,956 INFO o.s.b.a.h.H2ConsoleAutoConfiguration [main] H2 console available at '/h2-console'. Database available at 'jdbc:h2:./database/autogen'
2024-11-27 13:01:46,216 INFO o.h.j.i.u.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-27 13:01:46,294 INFO o.h.Version [main] HHH000412: Hibernate ORM core version 5.6.15.Final
2024-11-27 13:01:46,509 INFO o.h.a.c.r.j.JavaReflectionManager [main] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-11-27 13:01:46,650 INFO o.h.d.Dialect [main] HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-11-27 13:01:46,890 INFO o.h.e.t.j.p.i.JtaPlatformInitiator [main] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-27 13:01:46,905 INFO o.s.o.j.AbstractEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 13:01:46,979 WARN o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-27 13:01:47,372 INFO o.a.j.l.DirectJDKLog [main] Starting ProtocolHandler ["http-nio-8080"]
2024-11-27 13:01:47,400 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
2024-11-27 13:01:47,415 INFO o.s.b.StartupInfoLogger [main] Started NanoCubeTestDataGeneratorApplication in 4.36 seconds (JVM running for 5.081)
2024-11-27 13:01:47,930 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 13:01:47,994 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 5 metering points.
2024-11-27 13:01:47,995 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 13:01:47,999 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 15 metering points.
2024-11-27 13:01:48,000 INFO c.c.a.c.Controller [scheduling-1] Starting creation of Aidon hourly indexes until 2024-11-27T12:00:00+01:00.
2024-11-27 13:01:56,612 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Aidon transaction completed for 10 metering points. Transaction contains hourly indexes on 4 sensors AE/RE Down/Upstream.
2024-11-27 13:01:58,565 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Profile readings will be created for 0 profile metering points only once per day, between 01:00 and 02:00 each night, for the previous day.
2024-11-27 13:01:58,662 INFO c.c.a.u.FileOutWriter [scheduling-1] Output written to C:\sandbox\nanoCubeTestDataGenerator\XMLPayload\1732708918593_nanoCubeTestData_AidonIndex.xml.
2024-11-27 13:01:58,662 INFO c.c.a.c.Controller [scheduling-1] Next scheduled run within 1 hour @timestamp = 2024-11-27T14:01:47+01:00.
2024-11-27 13:01:58,663 INFO c.c.a.c.Controller [scheduling-1] Next run will create hourly index for all metering points / sensors @timestamp = 2024-11-27T13:00:00+01:00.
2024-11-27 13:02:04,112 INFO o.s.o.j.AbstractEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 13:02:04,114 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-11-27 13:02:04,117 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
